serial_number,time_stamp,Sector 1,Sector 2,Sector 3,Sector 4
977,2012-04-19,1020.5494,949.87,1508.59,1167.45
978,2012-04-18,1028.7803,949.87,1509.47,1197.25
979,2012-04-17,1024.6316,965.24,1509.47,1167.45
980,2012-04-16,1036.6702,986.02,1509.47,1194.77
981,2012-04-13,1035.6926,1012.06,1509.47,1167.45
982,2012-04-12,1035.6926,1012.06,1509.47,1167.45
983,2012-04-11,1045.0944,1012.06,1505.04,1212.15
984,2012-04-10,1050.8813,1012.06,1516.36,1212.15
985,2012-04-09,1045.9727,991.28,1516.36,1212.15
986,2012-04-05,1045.9727,991.28,1516.36,1212.15
987,2012-04-04,1042.0295,988.97,1509.72,1212.15
988,2012-04-03,1046.8634,983.49,1513.7,1227.05
989,2012-04-02,1045.3092,983.49,1511.9301,1224.5699
990,2012-03-30,1036.1403,977.71,1494.14,1229.54
991,2012-03-29,1031.0846,977.71,1494.14,1210.17
992,2012-03-28,1023.0917,943.87,1494.14,1210.17
993,2012-03-27,1001.2079,943.87,1484.39,1145.41
994,2012-03-26,1002.0882,957.73,1484.39,1138.9399
995,2012-03-23,995.8611,966.96,1466.85,1141.1
996,2012-03-22,995.2978,966.96,1466.85,1138.9399
997,2012-03-21,995.8611,966.96,1466.85,1141.1
998,2012-03-20,995.8611,966.96,1466.85,1141.1
999,2012-03-19,996.4245,966.96,1466.85,1143.26
1000,2012-03-16,996.4245,966.96,1466.85,1143.26
1001,2012-03-15,995.2978,966.96,1466.85,1138.9399
1002,2012-03-14,996.1289,969.27,1467.41,1138.9399
1003,2012-03-13,995.0022,969.27,1467.41,1134.62
1004,2012-03-12,995.8432,969.27,1466.85,1138.9399
1005,2012-03-09,995.8253,971.58,1466.85,1136.78
1006,2012-03-08,997.4795,976.2,1466.85,1138.9399
1007,2012-03-07,993.7663,976.2,1466.85,1138.9399
1008,2012-03-06,1000.2222,1003.52,1466.85,1138.9399
1009,2012-03-05,991.8866,992.59,1455.6,1138.9399
1010,2012-03-02,990.7599,992.59,1455.6,1134.62
1011,2012-03-01,997.8863,1017.99,1455.6,1138.9399
1012,2012-02-29,997.1385,1024.42,1451.17,1138.9399
1013,2012-02-28,997.1385,1024.42,1451.17,1138.9399
1014,2012-02-27,997.1385,1024.42,1451.17,1138.9399
1015,2012-02-24,984.7503,1024.42,1426.9399,1138.9399
1016,2012-02-23,996.5751,1024.42,1451.17,1136.78
1017,2012-02-22,988.9239,989.65,1451.17,1138.9399
1018,2012-02-17,988.9239,989.65,1451.17,1138.9399
1019,2012-02-16,989.4873,989.65,1451.17,1141.1
1020,2012-02-15,989.4873,989.65,1451.17,1141.1
1021,2012-02-14,989.4873,989.65,1451.17,1141.1
1022,2012-02-13,988.8177,986.81,1451.17,1141.1
1023,2012-02-10,988.2543,986.81,1451.17,1138.9399
1024,2012-02-09,987.691,986.81,1451.17,1136.78
1025,2012-02-08,989.1214,988.1,1451.17,1141.1
1026,2012-02-07,987.676,979.59,1451.17,1143.26
1027,2012-02-06,987.3722,978.31,1451.17,1143.26
1028,2012-02-03,986.8089,978.31,1451.17,1141.1
1029,2012-02-02,987.3494,981.14,1450.91,1141.1
1030,2012-02-01,986.5736,975.47,1450.91,1143.26
1031,2012-01-31,986.4388,975.47,1451.75,1141.1
1032,2012-01-30,986.4388,975.47,1451.75,1144.1
1033,2012-01-27,955.6321,844.3,1452.11,1144.1
1034,2012-01-26,956.7588,844.3,1452.11,1148.42
1035,2012-01-25,953.4439,835.03,1452.11,1144.1
1036,2012-01-24,949.712,816.85,1452.11,1146.26
1037,2012-01-23,950.1025,818.5,1452.11,1146.26
1038,2012-01-20,948.9758,818.5,1452.11,1141.9399
1039,2012-01-19,947.9411,815.67,1451.39,1141.9399
1040,2012-01-18,950.0216,817.32,1451.39,1148.42
1041,2012-01-17,946.552,807.4,1451.39,1144.1
1042,2012-01-16,946.552,807.4,1451.39,1144.1
1043,2012-01-13,945.3976,807.4,1451.39,1139.98
1044,2012-01-12,946.552,807.4,1451.39,1144.1
1045,2012-01-11,943.1269,789.88,1451.39,1148.21
1046,2012-01-10,938.1124,772.9,1451.39,1146.16
1047,2012-01-09,933.5065,755.28,1451.39,1146.16
1048,2012-01-06,939.724,777.04,1451.3,1148.21
1049,2012-01-05,939.724,777.04,1451.3,1148.21
